,1,2
GRB081221,0.9779329127388764,0.8114702224419744
GRB120119A,0.9922413657341684,1.0376144295377134
GRB210204A,1.018500200825677,0.8002916057448607
GRB200613A,0.8280816883474791,0.8548968598233707
GRB171010A,0.8415941704640684,0.8488097861477448
GRB130925A,1.1164626926204455,166.84006552103088
GRB180720B,1.6665737193953372,1.2869523369496942
GRB131231A,3.1866303179005517,1.5277104534772536
GRB131108A,1.0374617254968859,0.8157336521834158
GRB150514A,0.9640162828055789,0.6378616307295215
GRB150314A,0.692906072343269,0.6571412142155096
GRB130427A,0.30377429224008445,4.951483534229017
GRB210610B,0.6158451559276142,0.8432016425219773
GRB130518A,0.787846985710227,0.7225726265502337
GRB150821A,0.9984305338240839,0.7619090318254731
GRB090618,0.8513561027522776,0.8396359570655038
GRB090926A,1.0286289731582803,1.0660507320106671
GRB140508A,1.153632415158763,1.0806191709069666
GRB140206A,1.0613703488935533,1.2372725186381872
GRB141028A,0.867521547403505,0.6932014370281753
GRB100728A,1.7952840194681359,2.8598081741609933
GRB180703A,0.9750584654051435,0.6755341553512162
GRB150403A,0.6689487954798945,0.7081850841664391
GRB080916C,0.7107313165478225,0.7391594238544676
GRB090328,0.9057228092210315,0.9484298067553596
GRB160509A,1.001727454453566,0.7999219676420366
GRB200829A,0.6779609441441901,0.27165489510289303
GRB210619B,187.19676621511815,199.8094359127046
GRB091003A,2.044193227118307,1.5235299582333484
GRB160625B,0.04538167881844742,0.013413530057841608
GRB201216C,1.0535250191179644,0.919358466226432
GRB190114C,2864.789217913225,262.8677686294512
